Area,AreaCode,AreaCode2,Grain,Year,Month,LPrice,HPrice
AH,001,,R3,1750, 9, 90,126
AH,001,,R3,1750,10, 93,125
AH,001,,R3,1750,11, 93,125
AH,001,,R3,1750,12, 91,130
AH,001,,R3,1751, 5,108,133
AH,001,,R3,1751, 6,121,138
AH,001,,R3,1751, 7,123,146
AH,001,,R3,1751, 8,122,150
AH,001,,R3,1751, 9,120,155
AH,001,,R3,1751,10,120,152
AH,001,,R3,1751,11,120,151
AH,001,,R3,1751,12,120,152
AH,001,,R3,1752, 1,122,155
AH,001,,R3,1752, 2,126,160
AH,001,,R3,1752, 3,127,173
AH,001,,R3,1752, 4,127,180
AH,001,,R3,1752, 5,137,177
AH,001,,R3,1752, 6,145,174
AH,001,,R3,1752, 7,148,170
AH,001,,R3,1752, 8,139,169
AH,001,,R3,1752, 9,136,168
AH,001,,R3,1752,10,136,166
AH,001,,R3,1752,11,136,161
AH,001,,R3,1752,12,136,160
AH,001,,R3,1753, 1,136,160
AH,001,,R3,1753, 2,136,160
AH,001,,R3,1753, 3,136,160
AH,001,,R3,1753, 4,130,163
AH,001,,R3,1753, 5,129,160
AH,001,,R3,1753, 6,129,155
AH,001,,R3,1753, 7,115,155
AH,001,,R3,1753, 8,111,150
AH,001,,R3,1753, 9,115,150
AH,001,,R3,1753,10,117,149
AH,001,,R3,1753,11,125,147
AH,001,,R3,1753,12,125,152
AH,001,,R3,1754, 1,125,151
AH,001,,R3,1754, 2,126,151
AH,001,,R3,1754, 3,130,151
AH,001,,R3,1754, 4,130,151
AH,001,,R3,1754, 5,131,150
AH,001,,R3,1754, 6,131,147
AH,001,,R3,1754, 7,125,144
AH,001,,R3,1754, 8,118,144
AH,001,,R3,1754, 9,113,144
AH,001,,R3,1754,10,110,138
AH,001,,R3,1754,11,113,132
AH,001,,R3,1754,12,116,128
AH,001,,R3,1755, 1,116,127
AH,001,,R3,1755, 2,116,127
AH,001,,R3,1755, 3,116,127
AH,001,,R3,1755, 4,116,124
AH,001,,R3,1755, 5,116,124
AH,001,,R3,1755, 6,118,133
AH,001,,R3,1755,11,116,152
AH,001,,R3,1755,12,123,176
AH,001,,R3,1756, 1,130,178
AH,001,,R3,1756, 2,130,178
AH,001,,R3,1756, 3,145,179
AH,001,,R3,1756, 4,146,201
AH,001,,R3,1756, 5,157,219
AH,001,,R3,1756, 6,157,210
AH,001,,R3,1756, 7,156,206
AH,001,,R3,1756, 8,149,184
AH,001,,R3,1756, 9,138,168
AH,001,,R3,1756,10,115,146
AH,001,,R3,1756,11,115,145
AH,001,,R3,1756,12,115,145
AH,001,,R3,1757, 1,115,144
AH,001,,R3,1757, 5,125,155
AH,001,,R3,1757, 6,125,155
AH,001,,R3,1757, 7,117,145
AH,001,,R3,1757, 8,110,136
AH,001,,R3,1757, 9,110,129
AH,001,,R3,1757,10,110,129
AH,001,,R3,1757,11,116,129
AH,001,,R3,1757,12,120,129
AH,001,,R3,1758, 1,120,131
AH,001,,R3,1758, 2,120,132
AH,001,,R3,1758, 3,121,132
AH,001,,R3,1758, 4,123,133
AH,001,,R3,1758, 5,121,135
AH,001,,R3,1758, 6,118,129
AH,001,,R3,1758, 7,118,128
AH,001,,R3,1758, 8,111,128
AH,001,,R3,1758, 9,110,120
AH,001,,R3,1758,10,110,120
AH,001,,R3,1758,11,117,130
AH,001,,R3,1758,12,118,130
AH,001,,R3,1759, 1,118,130
AH,001,,R3,1759, 2,118,130
AH,001,,R3,1759, 3,118,135
AH,001,,R3,1759, 4,118,135
AH,001,,R3,1759, 5,118,135
AH,001,,R3,1759, 6,118,134
AH,001,,R3,1759, 7,119,132
AH,001,,R3,1759, 8,120,136
AH,001,,R3,1759, 9,120,142
AH,001,,R3,1759,10,120,156
AH,001,,R3,1759,11,121,162
AH,001,,R3,1759,12,123,171
AH,001,,R3,1760, 1,129,177
AH,001,,R3,1760, 2,137,180
AH,001,,R3,1760, 3,140,180
AH,001,,R3,1760, 4,140,170
AH,001,,R3,1760, 5,140,160
AH,001,,R3,1760, 6,134,160
AH,001,,R3,1760, 7,130,160
AH,001,,R3,1760, 8,137,155
AH,001,,R3,1760, 9,125,149
AH,001,,R3,1760,10,120,142
AH,001,,R3,1760,11,120,134
AH,001,,R3,1760,12,120,132
AH,001,,R3,1761, 1,120,135
AH,001,,R3,1761, 2,120,135
AH,001,,R3,1761, 3,120,135
AH,001,,R3,1761, 4,120,135
AH,001,,R3,1761, 5,120,135
AH,001,,R3,1761, 6,120,135
AH,001,,R3,1761, 7,120,140
AH,001,,R3,1761, 8,120,139
AH,001,,R3,1761, 9,116,130
AH,001,,R3,1761,10,116,128
AH,001,,R3,1761,11,116,130
AH,001,,R3,1761,12,114,131
AH,001,,R3,1762, 1,114,134
AH,001,,R3,1762, 2,116,128
AH,001,,R3,1762, 4,114,144
AH,001,,R3,1762, 5,121,154
AH,001,,R3,1762, 6,124,145
AH,001,,R3,1762, 7,125,145
AH,001,,R3,1762, 8,122,145
AH,001,,R3,1762, 9,120,142
AH,001,,R3,1762,10,120,138
AH,001,,R3,1762,11,120,138
AH,001,,R3,1762,12,120,138
AH,001,,R3,1763, 1,120,138
AH,001,,R3,1763, 2,120,138
AH,001,,R3,1763, 3,120,139
AH,001,,R3,1763, 4,120,140
AH,001,,R3,1763, 5,120,138
AH,001,,R3,1763, 6,120,136
AH,001,,R3,1763, 7,115,132
AH,001,,R3,1763, 8,108,127
AH,001,,R3,1763, 9,109,122
AH,001,,R3,1763,10,110,121
AH,001,,R3,1763,11,110,125
AH,001,,R3,1763,12,110,129
AH,001,,R3,1764, 1,110,136
AH,001,,R3,1764, 2,115,136
AH,001,,R3,1764, 3,118,136
AH,001,,R3,1764, 4,119,132
AH,001,,R3,1764, 5,120,132
AH,001,,R3,1764, 6,116,133
AH,001,,R3,1764, 7,121,150
AH,001,,R3,1764, 8,120,150
AH,001,,R3,1764, 9,115,150
AH,001,,R3,1764,10,115,149
AH,001,,R3,1764,11,115,144
AH,001,,R3,1764,12,115,141
AH,001,,R3,1765, 1,115,141
AH,001,,R3,1765, 2,115,143
AH,001,,R3,1765, 3,126,150
AH,001,,R3,1765, 4,145,157
AH,001,,R3,1765, 5,145,163
AH,001,,R3,1765, 6,145,166
AH,001,,R3,1765, 7,146,170
AH,001,,R3,1765, 8,141,162
AH,001,,R3,1765, 9,134,150
AH,001,,R3,1765,10,130,145
AH,001,,R3,1765,11,127,142
AH,001,,R3,1765,12,127,143
AH,001,,R3,1766, 1,129,144
AH,001,,R3,1766, 2,131,153
AH,001,,R3,1766, 3,132,159
AH,001,,R3,1766, 4,136,161
AH,001,,R3,1766, 5,133,163
AH,001,,R3,1766, 6,134,164
AH,001,,R3,1766, 7,134,159
AH,001,,R3,1766, 8,117,151
AH,001,,R3,1766, 9,109,150
AH,001,,R3,1766,10,108,150
AH,001,,R3,1766,11,108,150
AH,001,,R3,1766,12,120,150
AH,001,,R3,1767, 1,120,152
AH,001,,R3,1767, 2,124,152
AH,001,,R3,1767, 3,124,154
AH,001,,R3,1767, 4,124,155
AH,001,,R3,1767, 5,118,154
AH,001,,R3,1767, 6,115,154
AH,001,,R3,1767, 7,119,154
AH,001,,R3,1767, 8,127,156
AH,001,,R3,1767, 9,141,158
AH,001,,R3,1767,10,145,158
AH,001,,R3,1767,11,145,158
AH,001,,R3,1767,12,145,158
AH,001,,R3,1768, 1,145,158
AH,001,,R3,1768, 2,145,157
AH,001,,R3,1768, 3,145,157
AH,001,,R3,1768, 4,145,159
AH,001,,R3,1768, 5,148,157
AH,001,,R3,1768, 6,150,156
AH,001,,R3,1768, 7,150,155
AH,001,,R3,1768, 8,150,155
AH,001,,R3,1768, 9,120,150
AH,001,,R3,1768,10,120,145
AH,001,,R3,1768,11,120,141
AH,001,,R3,1768,12,124,144
AH,001,,R3,1769, 1,125,154
AH,001,,R3,1769, 4,130,152
AH,001,,R3,1769, 5,130,154
AH,001,,R3,1769, 6,130,154
AH,001,,R3,1769, 7,144,163
AH,001,,R3,1769, 8,150,160
AH,001,,R3,1769, 9,150,160
AH,001,,R3,1769,10,150,167
AH,001,,R3,1769,11,150,167
AH,001,,R3,1769,12,152,168
AH,001,,R3,1770, 1,152,170
AH,001,,R3,1770, 2,155,170
AH,001,,R3,1770, 3,155,170
AH,001,,R3,1770, 5,160,178
AH,001,,R3,1770, 6,160,180
AH,001,,R3,1770, 8,140,157
AH,001,,R3,1770, 9,136,153
AH,001,,R3,1770,10,130,146
AH,001,,R3,1770,11,128,145
AH,001,,R3,1770,12,125,145
AH,001,,R3,1771, 1,122,145
AH,001,,R3,1771, 2,119,145
AH,001,,R3,1771, 3,115,145
AH,001,,R3,1771, 4,112,140
AH,001,,R3,1771, 5,109,132
AH,001,,R3,1771, 6,106,130
AH,001,,R3,1771, 7,105,122
AH,001,,R3,1771, 8,101,117
AH,001,,R3,1771, 9, 96,117
AH,001,,R3,1771,10, 91,117
AH,001,,R3,1771,11, 90,117
AH,001,,R3,1771,12, 90,117
AH,001,,R3,1772, 1, 90,119
AH,001,,R3,1772, 2, 94,119
AH,001,,R3,1772, 3,100,120
AH,001,,R3,1772, 4,100,120
AH,001,,R3,1772, 5,100,120
AH,001,,R3,1772, 6,100,120
AH,001,,R3,1772, 7,100,120
AH,001,,R3,1772, 8, 99,120
AH,001,,R3,1772, 9, 90,120
AH,001,,R3,1772,10, 92,120
AH,001,,R3,1772,11,100,120
AH,001,,R3,1772,12,100,120
AH,001,,R3,1773, 1,100,120
AH,001,,R3,1773, 2,100,120
AH,001,,R3,1773, 3,100,120
AH,001,,R3,1773, 4,100,120
AH,001,,R3,1773, 5,100,120
AH,001,,R3,1773, 6,100,120
AH,001,,R3,1773, 7,100,120
AH,001,,R3,1773, 8,100,120
AH,001,,R3,1773, 9, 98,119
AH,001,,R3,1773,10, 96,115
AH,001,,R3,1773,11, 95,111
AH,001,,R3,1773,12, 95,110
AH,001,,R3,1774, 1, 96,110
AH,001,,R3,1774, 2, 98,110
AH,001,,R3,1774, 3, 99,110
AH,001,,R3,1774, 4,100,112
AH,001,,R3,1774, 5, 99,114
AH,001,,R3,1774, 6, 97,117
AH,001,,R3,1774, 7, 99,125
AH,001,,R3,1774, 8,100,128
AH,001,,R3,1774, 9,100,128
AH,001,,R3,1774,10,100,128
AH,001,,R3,1774,11,100,128
AH,001,,R3,1774,12,100,130
AH,001,,R3,1775, 1,100,130
AH,001,,R3,1775, 2,100,140
AH,001,,R3,1775, 3,100,155
AH,001,,R3,1775, 4,100,156
AH,001,,R3,1775, 5,100,156
AH,001,,R3,1775, 6,100,156
AH,001,,R3,1775, 7,100,157
AH,001,,R3,1775, 8,102,161
AH,001,,R3,1775, 9,111,166
AH,001,,R3,1775,10,118,174
AH,001,,R3,1775,11,122,174
AH,001,,R3,1775,12,115,174
AH,001,,R3,1776, 1,115,174
AH,001,,R3,1776, 2,117,174
AH,001,,R3,1776, 3,120,174
AH,001,,R3,1776, 4,122,174
AH,001,,R3,1776, 5,125,172
AH,001,,R3,1776, 6,128,170
AH,001,,R3,1776, 7,129,165
AH,001,,R3,1776, 8,128,154
AH,001,,R3,1776, 9,123,147
AH,001,,R3,1776,10,120,145
AH,001,,R3,1776,11,120,145
AH,001,,R3,1776,12,121,145
AH,001,,R3,1777, 1,122,141
AH,001,,R3,1777, 2,122,140
AH,001,,R3,1777, 3,121,140
AH,001,,R3,1777, 4,120,138
AH,001,,R3,1777, 5,118,140
AH,001,,R3,1777, 6,117,137
AH,001,,R3,1777, 7,117,136
AH,001,,R3,1777, 8,117,134
AH,001,,R3,1777, 9,107,130
AH,001,,R3,1777,10,107,130
AH,001,,R3,1777,11,107,130
AH,001,,R3,1777,12,108,130
AH,001,,R3,1778, 1,117,130
AH,001,,R3,1778, 2,120,130
AH,001,,R3,1778, 3,120,130
AH,001,,R3,1778, 4,120,131
AH,001,,R3,1778, 5,122,135
AH,001,,R3,1778, 6,122,138
AH,001,,R3,1778, 7,124,151
AH,001,,R3,1778, 8,128,155
AH,001,,R3,1778, 9,128,155
AH,001,,R3,1778,10,129,161
AH,001,,R3,1778,11,130,179
AH,001,,R3,1778,12,130,196
AH,001,,R3,1779, 1,132,201
AH,001,,R3,1779, 2,135,189
AH,001,,R3,1779, 3,137,176
AH,001,,R3,1779, 4,140,174
AH,001,,R3,1779, 5,140,173
AH,001,,R3,1779, 6,140,173
AH,001,,R3,1779, 7,140,173
AH,001,,R3,1779, 8,140,170
AH,001,,R3,1779, 9,130,162
AH,001,,R3,1779,10,125,160
AH,001,,R3,1779,11,125,160
AH,001,,R3,1779,12,125,160
AH,001,,R3,1780, 1,125,160
AH,001,,R3,1780, 2,125,160
AH,001,,R3,1780, 3,125,164
AH,001,,R3,1780, 5,150,160
AH,001,,R3,1780, 6,150,160
AH,001,,R3,1780, 7,150,170
AH,001,,R3,1780, 8,150,165
AH,001,,R3,1780, 9,149,164
AH,001,,R3,1780,10,139,155
AH,001,,R3,1780,11,135,155
AH,001,,R3,1780,12,135,155
AH,001,,R3,1781, 1,135,155
AH,001,,R3,1781, 2,135,155
AH,001,,R3,1781, 4,135,155
AH,001,,R3,1781, 5,135,155
AH,001,,R3,1781, 6,135,155
AH,001,,R3,1781, 7,135,155
AH,001,,R3,1781, 8,133,155
AH,001,,R3,1781, 9,130,155
AH,001,,R3,1781,10,130,157
AH,001,,R3,1781,11,130,160
AH,001,,R3,1781,12,133,160
AH,001,,R3,1782, 1,138,160
AH,001,,R3,1782, 2,140,163
AH,001,,R3,1782, 3,140,171
AH,001,,R3,1782, 4,140,175
AH,001,,R3,1782, 5,134,175
AH,001,,R3,1782, 6,130,175
AH,001,,R3,1782, 7,130,160
AH,001,,R3,1782, 8,130,154
AH,001,,R3,1782, 9,122,148
AH,001,,R3,1782,10,120,146
AH,001,,R3,1782,11,120,143
AH,001,,R3,1782,12,125,149
AH,001,,R3,1783, 1,126,150
AH,001,,R3,1783, 2,126,150
AH,001,,R3,1783, 4,126,150
AH,001,,R3,1783, 6,126,150
AH,001,,R3,1783, 7,126,154
AH,001,,R3,1783, 8,130,157
AH,001,,R3,1783, 9,130,157
AH,001,,R3,1783,11,130,158
AH,001,,R3,1783,12,130,158
AH,001,,R3,1784, 1,130,158
AH,001,,R3,1784, 2,130,158
AH,001,,R3,1784, 3,130,163
AH,001,,R3,1784, 4,130,169
AH,001,,R3,1784, 5,134,162
AH,001,,R3,1784, 6,140,170
AH,001,,R3,1784, 7,135,178
AH,001,,R3,1784, 8,130,169
AH,001,,R3,1784, 9,130,160
AH,001,,R3,1784,10,130,156
AH,001,,R3,1784,11,130,150
AH,001,,R3,1784,12,130,150
AH,001,,R3,1785, 1,130,168
AH,001,,R3,1785, 2,130,169
AH,001,,R3,1785, 3,137,175
AH,001,,R3,1785, 6,140,177
AH,001,,R3,1785, 7,148,194
AH,001,,R3,1785, 8,211,275
AH,001,,R3,1785, 9,220,287
AH,001,,R3,1785,10,220,287
AH,001,,R3,1785,11,220,285
AH,001,,R3,1785,12,222,286
AH,001,,R3,1786, 1,270,330
AH,001,,R3,1786, 4,258,309
AH,001,,R3,1786, 5,237,298
AH,001,,R3,1786, 6,220,290
AH,001,,R3,1786, 9,174,217
AH,001,,R3,1786,10,160,210
AH,001,,R3,1786,11,160,207
AH,001,,R3,1786,12,160,200
AH,001,,R3,1787, 1,160,200
AH,001,,R3,1787, 2,164,200
AH,001,,R3,1787, 3,170,200
AH,001,,R3,1787, 4,170,196
AH,001,,R3,1787, 5,168,188
AH,001,,R3,1787, 6,162,182
AH,001,,R3,1787, 7,157,177
AH,001,,R3,1787, 8,152,169
AH,001,,R3,1787, 9,144,162
AH,001,,R3,1787,10,137,157
AH,001,,R3,1787,11,134,152
AH,001,,R3,1788, 1,133,150
AH,001,,R3,1788, 2,131,150
AH,001,,R3,1788, 3,126,150
AH,001,,R3,1788, 5,120,150
AH,001,,R3,1788, 6,120,141
AH,001,,R3,1788, 7,120,140
AH,001,,R3,1788,10,120,140
AH,001,,R3,1788,11,120,140
AH,001,,R3,1788,12,120,140
AH,001,,R3,1789, 1,120,140
AH,001,,R3,1789, 2,120,143
AH,001,,R3,1789, 3,122,162
AH,001,,R3,1789, 4,130,170
AH,001,,R3,1789, 5,130,170
AH,001,,R3,1790, 1,115,150
AH,001,,R3,1790, 2,115,150
AH,001,,R3,1790, 3,115,150
AH,001,,R3,1790, 4,115,150
AH,001,,R3,1790, 5,115,150
AH,001,,R3,1790, 8,115,145
AH,001,,R3,1790, 9,115,141
AH,001,,R3,1790,10,115,140
AH,001,,R3,1790,11,115,140
AH,001,,R3,1790,12,115,140
AH,001,,R3,1791, 6,125,150
AH,001,,R3,1792, 3,115,162
AH,001,,R3,1792, 5,120,177
AH,001,,R3,1792, 6,122,179
AH,001,,R3,1792, 7,127,181
AH,001,,R3,1792, 8,130,180
AH,001,,R3,1792,11,130,186
AH,001,,R3,1792,12,130,186
AH,001,,R3,1793, 1,130,188
AH,001,,R3,1793, 2,136,188
AH,001,,R3,1793, 3,140,191
AH,001,,R3,1793, 4,140,193
AH,001,,R3,1793, 5,140,198
AH,001,,R3,1793, 6,144,200
AH,001,,R3,1793,12,130,190
AH,001,,R3,1794, 1,135,189
AH,001,,R3,1794, 8,139,194
AH,001,,R3,1794, 9,129,175
AH,001,,R3,1794,10,126,174
AH,001,,R3,1794,11,130,173
AH,001,,R3,1794,12,126,173
AH,001,,R3,1795, 1,126,173
AH,001,,R3,1795, 2,124,173
AH,001,,R3,1795, 3,125,175
AH,001,,R3,1795, 4,126,180
AH,001,,R3,1795, 8,124,174
AH,001,,R3,1795, 9,123,172
AH,001,,R3,1795,10,120,169
AH,001,,R3,1795,11,119,167
AH,001,,R3,1795,12,120,158
AH,001,,R3,1796, 1,121,157
AH,001,,R3,1796, 2,129,155
AH,001,,R3,1796, 3,131,154
AH,001,,R3,1796, 4,129,154
AH,001,,R3,1796, 5,126,154
AH,001,,R3,1796, 6,125,154
AH,001,,R3,1796, 7,122,153
AH,001,,R3,1796, 8,117,148
AH,001,,R3,1796, 9,112,142
AH,001,,R3,1796,10,121,140
AH,001,,R3,1796,11,110,138
AH,001,,R3,1796,12,110,136
AH,001,,R3,1797, 1,110,135
AH,001,,R3,1797, 2,110,134
AH,001,,R3,1797, 3,110,134
AH,001,,R3,1797, 4,110,132
AH,001,,R3,1797, 5,110,132
AH,001,,R3,1797, 6,110,132
AH,001,,R3,1797, 7,111,133
AH,001,,R3,1798, 2,108,127
AH,001,,R3,1798, 3,110,128
AH,001,,R3,1798, 4,114,129
AH,001,,R3,1798, 5,115,130
AH,001,,R3,1798, 6,116,130
AH,001,,R3,1798, 7,117,130
AH,001,,R3,1798, 8,119,131
AH,001,,R3,1798, 9,121,132
AH,001,,R3,1798,10,122,132
AH,001,,R3,1798,11,121,132
AH,001,,R3,1798,12,120,132
AH,001,,R3,1799, 1,122,130
AH,001,,R3,1799, 2,125,132
AH,001,,R3,1799, 3,126,132
AH,001,,R3,1799, 4,129,135
AH,001,,R3,1799, 5,132,137
AH,001,,R3,1799, 6,132,138
AH,001,,R3,1799, 7,134,140
AH,001,,R3,1799, 8,135,140
AH,001,,R3,1799, 9,136,142
AH,001,,R3,1799,10,135,142
AH,001,,R3,1799,11,133,141
AH,001,,R3,1799,12,133,141
AH,001,,R3,1800, 1,132,139
AH,001,,R3,1800, 2,134,139
AH,001,,R3,1800, 3,134,141
AH,001,,R3,1800, 4,136,141
AH,001,,R3,1800, 5,138,141
AH,001,,R3,1800, 6,138,141
AH,001,,R3,1800, 7,138,146
AH,001,,R3,1800, 8,138,146
AH,001,,R3,1800, 9,139,146
AH,001,,R3,1800,10,139,146
AH,001,,R3,1800,11,138,146
AH,001,,R3,1800,12,137,146
AH,001,,R3,1801, 1,136,147
AH,001,,R3,1801, 2,134,148
AH,001,,R3,1801, 3,135,149
AH,001,,R3,1801, 4,135,150
AH,001,,R3,1801, 5,135,150
AH,001,,R3,1801, 6,134,149
AH,001,,R3,1801, 7,134,149
AH,001,,R3,1801, 8,134,148
AH,001,,R3,1801, 9,134,146
AH,001,,R3,1801,10,132,146
AH,001,,R3,1801,11,131,145
AH,001,,R3,1801,12,131,146
AH,001,,R3,1802, 1,131,147
AH,001,,R3,1802, 2,132,148
AH,001,,R3,1802, 4,131,147
AH,001,,R3,1802, 5,131,147
AH,001,,R3,1802, 6,131,146
AH,001,,R3,1802, 7,132,146
AH,001,,R3,1802, 8,136,148
AH,001,,R3,1802, 9,138,148
AH,001,,R3,1802,10,138,148
AH,001,,R3,1802,11,138,148
AH,001,,R3,1802,12,138,149
AH,001,,R3,1803, 1,138,149
AH,001,,R3,1803, 2,138,148
AH,001,,R3,1803, 4,149,159
AH,001,,R3,1803, 5,151,162
AH,001,,R3,1803, 6,154,168
AH,001,,R3,1803, 7,155,170
AH,001,,R3,1803, 8,154,171
AH,001,,R3,1803, 9,152,172
AH,001,,R3,1803,10,147,174
AH,001,,R3,1803,11,145,178
AH,001,,R3,1803,12,145,180
AH,001,,R3,1805, 7,313,330
AH,001,,R3,1806, 2,190,295
AH,001,,R3,1806, 3,191,295
AH,001,,R3,1806, 4,192,295
AH,001,,R3,1806, 5,192,295
AH,001,,R3,1806, 6,164,255
AH,001,,R3,1806, 7,164,255
AH,001,,R3,1807, 4,150,190
AH,001,,R3,1807,10,175,190
AH,001,,R3,1807,12,195,197
AH,001,,R3,1808, 1,195,197
AH,001,,R3,1808, 4,190,197
AH,001,,R3,1808, 7,168,223
AH,001,,R3,1808, 8,171,230
AH,001,,R3,1808, 9,178,230
AH,001,,R3,1808,11,170,220
AH,001,,R3,1808,12,165,218
AH,001,,R3,1809, 1,160,215
AH,001,,R3,1809, 2,160,215
AH,001,,R3,1809, 3,160,215
AH,001,,R3,1809, 4,163,220
AH,001,,R3,1809, 5,174,237
AH,001,,R3,1809, 6,174,254
AH,001,,R3,1809, 7,170,272
AH,001,,R3,1809, 8,170,280
AH,001,,R3,1809, 9,160,285
AH,001,,R3,1809,10,160,285
AH,001,,R3,1809,11,156,285
AH,001,,R3,1809,12,151,265
AH,001,,R3,1810, 1,150,225
AH,001,,R3,1810, 2,154,211
AH,001,,R3,1810, 3,155,210
AH,001,,R3,1810, 4,155,210
AH,001,,R3,1810, 5,155,210
AH,001,,R3,1810, 6,160,229
AH,001,,R3,1810, 7,160,230
AH,001,,R3,1810, 8,160,219
AH,001,,R3,1810, 9,159,209
AH,001,,R3,1810,10,149,197
AH,001,,R3,1810,11,137,177
AH,001,,R3,1810,12,120,160
AH,001,,R3,1811, 1,120,160
AH,001,,R3,1811, 2,122,160
AH,001,,R3,1811, 3,128,163
AH,001,,R3,1811, 4,129,175
AH,001,,R3,1811, 5,131,195
AH,001,,R3,1811, 6,130,207
AH,001,,R3,1811, 7,130,214
AH,001,,R3,1811, 8,131,226
AH,001,,R3,1811, 9,132,234
AH,001,,R3,1811,10,130,237
AH,001,,R3,1811,11,127,240
AH,001,,R3,1811,12,126,240
AH,001,,R3,1812, 1,126,252
AH,001,,R3,1812, 2,129,260
AH,001,,R3,1812, 3,136,272
AH,001,,R3,1812, 4,143,280
AH,001,,R3,1812, 5,145,287
AH,001,,R3,1812, 6,155,290
AH,001,,R3,1812, 7,159,290
AH,001,,R3,1812, 8,156,274
AH,001,,R3,1812, 9,151,245
AH,001,,R3,1812,10,150,214
AH,001,,R3,1812,11,150,192
AH,001,,R3,1812,12,143,181
AH,001,,R3,1813, 1,134,180
AH,001,,R3,1813, 2,140,180
AH,001,,R3,1813, 3,149,180
AH,001,,R3,1813, 4,150,190
AH,001,,R3,1813, 5,150,191
AH,001,,R3,1813, 6,151,198
AH,001,,R3,1813, 7,160,202
AH,001,,R3,1813, 8,158,208
AH,001,,R3,1813, 9,148,200
AH,001,,R3,1813,10,140,200
AH,001,,R3,1813,11,140,197
AH,001,,R3,1813,12,140,190
AH,001,,R3,1814, 1,144,192
AH,001,,R3,1814, 2,153,201
AH,001,,R3,1814, 3,162,218
AH,001,,R3,1814, 4,168,227
AH,001,,R3,1814, 5,170,232
AH,001,,R3,1814, 6,170,250
AH,001,,R3,1814, 7,170,294
AH,001,,R3,1814, 8,208,334
AH,001,,R3,1814, 9,226,365
AH,001,,R3,1814,10,200,374
AH,001,,R3,1814,11,184,370
AH,001,,R3,1814,12,180,370
AH,001,,R3,1815,12,179,356
AH,001,,R3,1816, 1,160,220
AH,001,,R3,1816, 2,160,220
AH,001,,R3,1816, 3,161,220
AH,001,,R3,1816, 4,170,220
AH,001,,R3,1816, 5,170,220
AH,001,,R3,1816, 6,170,222
AH,001,,R3,1816, 7,171,230
AH,001,,R3,1816, 8,175,224
AH,001,,R3,1816, 9,173,203
AH,001,,R3,1816,10,170,190
AH,001,,R3,1816,11,158,190
AH,001,,R3,1816,12,132,186
AH,001,,R3,1817, 1,120,180
AH,001,,R3,1817, 2,120,189
AH,001,,R3,1817, 3,120,202
AH,001,,R3,1817, 4,120,205
AH,001,,R3,1817, 5,164,215
AH,001,,R3,1817, 6,164,215
AH,001,,R3,1817, 7,164,209
AH,001,,R3,1817, 8,164,196
AH,001,,R3,1817, 9,161,177
AH,001,,R3,1817,10,160,170
AH,001,,R3,1817,11,153,170
AH,001,,R3,1817,12,142,170
AH,001,,R3,1818, 2,130,170
AH,001,,R3,1818, 6,145,220
AH,001,,R3,1818, 7,145,220
AH,001,,R3,1818, 9,145,171
AH,001,,R3,1818,10,145,160
AH,001,,R3,1818,12,130,160
AH,001,,R3,1819, 2,135,161
AH,001,,R3,1819, 3,135,165
AH,001,,R3,1819, 4,135,165
AH,001,,R3,1819, 5,135,165
AH,001,,R3,1819, 6,138,164
AH,001,,R3,1819, 7,148,163
AH,001,,R3,1819, 8,155,168
AH,001,,R3,1819, 9,153,165
AH,001,,R3,1819,10,142,165
AH,001,,R3,1819,11,124,165
AH,001,,R3,1819,12,113,165
AH,001,,R3,1820, 1,110,165
AH,001,,R3,1820, 2,110,165
AH,001,,R3,1820, 3,116,165
AH,001,,R3,1820, 4,126,162
AH,001,,R3,1820, 5,136,160
AH,001,,R3,1820, 6,140,160
AH,001,,R3,1820, 7,140,160
AH,001,,R3,1820, 8,140,166
AH,001,,R3,1820, 9,152,194
AH,001,,R3,1820,10,155,212
AH,001,,R3,1820,11,155,194
AH,001,,R3,1820,12,155,182
AH,001,,R3,1821, 1,155,180
AH,001,,R3,1825, 4,120,210
AH,001,,R3,1825, 5,120,210
AH,001,,R3,1826,10,130,186
AH,001,,R3,1826,11,129,160
AH,001,,R3,1826,12,115,160
AH,001,,R3,1827, 1,115,160
AH,001,,R3,1827, 2,117,164
AH,001,,R3,1827, 3,130,202
AH,001,,R3,1827, 4,130,217
AH,001,,R3,1827, 5,130,217
AH,001,,R3,1827, 6,130,219
AH,001,,R3,1827, 7,130,227
AH,001,,R3,1827, 8,128,227
AH,001,,R3,1827, 9,125,224
AH,001,,R3,1827,10,125,209
AH,001,,R3,1827,11,124,181
AH,001,,R3,1827,12,118,151
AH,001,,R3,1828, 1,114,145
AH,001,,R3,1828, 2,130,145
AH,001,,R3,1828, 3,127,153
AH,001,,R3,1828, 4,124,166
AH,001,,R3,1828, 5,127,170
AH,001,,R3,1828, 6,129,170
AH,001,,R3,1828, 7,129,167
AH,001,,R3,1828, 8,129,172
AH,001,,R3,1829, 1,115,145
AH,001,,R3,1829, 2,115,158
AH,001,,R3,1829, 3,115,169
AH,001,,R3,1829, 4,120,179
AH,001,,R3,1829, 5,120,199
AH,001,,R3,1829, 6,130,200
AH,001,,R3,1829, 7,130,200
AH,001,,R3,1829, 8,130,200
AH,001,,R3,1829,10,129,183
AH,001,,R3,1829,11,124,155
AH,001,,R3,1829,12,116,145
AH,001,,R3,1830, 1,120,145
